����ʱ��,ͨ����(0:һ���;1:��ƵӦ���;2:��Ƶ����;4:Ka),��ʱ��ʶ,����״̬(0:����;1:����),����A��ѹԴ����-ֱ-M017PI004,����A��ѹԴ����-ֱ-M017PI004Դ��,����A����г������-ֱ-M017PV002,����A����г������-ֱ-M017PV002Դ��,����A���ݶ����ܵ�ѹ-ֱ-M017PV003,����A���ݶ����ܵ�ѹ-ֱ-M017PV003Դ��,����A����ѹ�ص�ѹ-ֱ-M017PV005,����A����ѹ�ص�ѹ-ֱ-M017PV005Դ��,����A����ָʾ-ֱ-M017PV006,����A����ָʾ-ֱ-M017PV006Դ��
2022-04-01 00:10:13.625,1,FALSE,0,0.09369179500000001,0133,2.092043175,1AC7,0.6976529100000001,08EE,0.40345457,052A,3.693043685,2F45
2022-04-01 00:10:29.625,1,FALSE,0,0.094912535,0137,2.0935691000000003,1ACC,0.6979580950000001,08EF,0.403149385,0529,3.6927385000000004,2F44
2022-04-01 00:10:45.626,1,FALSE,0,0.096133275,013B,2.093263915,1ACB,0.6991788350000001,08F3,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 00:11:01.625,1,FALSE,0,0.09308142500000001,0131,2.0883809550000003,1ABB,0.6997892050000001,08F5,0.403149385,0529,3.693043685,2F45
2022-04-01 00:11:17.625,1,FALSE,0,0.09430216500000001,0135,2.09845206,1ADC,0.6946010600000001,08E4,0.40284420000000004,0528,3.6927385000000004,2F44
2022-04-01 00:11:33.626,1,FALSE,0,0.096133275,013B,2.084718735,1AAF,0.696126985,08E9,0.40284420000000004,0528,3.6933488700000003,2F46
2022-04-01 00:11:49.625,1,FALSE,0,0.09643846,013C,2.0941794700000003,1ACE,0.6970425400000001,08EC,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 00:12:05.625,1,FALSE,0,0.09430216500000001,0135,2.0917379900000004,1AC6,0.6979580950000001,08EF,0.40223383,0526,3.691822945,2F41
2022-04-01 00:12:21.626,1,FALSE,0,0.09582809,013A,2.095095025,1AD1,0.6997892050000001,08F5,0.40223383,0526,3.6927385000000004,2F44
2022-04-01 00:12:37.625,1,FALSE,0,0.096133275,013B,2.0923483600000004,1AC8,0.6970425400000001,08EC,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 00:12:53.625,1,FALSE,0,0.09399698000000001,0134,2.092043175,1AC7,0.6967373550000001,08EB,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 00:13:09.626,1,FALSE,0,0.09430216500000001,0135,2.085939475,1AB3,0.6976529100000001,08EE,0.403149385,0529,3.6909073900000005,2F3E
2022-04-01 00:13:25.625,1,FALSE,0,0.09460735,0136,2.091432805,1AC5,0.69826328,08F0,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 00:13:41.625,1,FALSE,0,0.09399698000000001,0134,2.092653545,1AC9,0.69826328,08F0,0.40223383,0526,3.691822945,2F41
2022-04-01 00:13:57.626,1,FALSE,0,0.09369179500000001,0133,2.0935691000000003,1ACC,0.6955166150000001,08E7,0.40223383,0526,3.692433315,2F43
2022-04-01 00:14:13.623,1,FALSE,0,0.095522905,0139,2.0902120650000002,1AC1,0.6973477250000001,08ED,0.40192864500000003,0525,3.691822945,2F41
2022-04-01 00:14:29.623,1,FALSE,0,0.09582809,013A,2.0981468750000003,1ADB,0.6979580950000001,08EF,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 00:14:45.624,1,FALSE,0,0.09460735,0136,2.0935691000000003,1ACC,0.69826328,08F0,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 00:15:01.623,1,FALSE,0,0.09369179500000001,0133,2.08807577,1ABA,0.6958218,08E8,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 00:15:17.623,1,FALSE,0,0.09460735,0136,2.0856342900000002,1AB2,0.6976529100000001,08EE,0.403149385,0529,3.6909073900000005,2F3E
2022-04-01 00:15:33.624,1,FALSE,0,0.09430216500000001,0135,2.1033350200000003,1AEC,0.696126985,08E9,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 00:15:49.623,1,FALSE,0,0.095522905,0139,2.0929587300000003,1ACA,0.70131513,08FA,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 00:16:05.623,1,FALSE,0,0.09460735,0136,2.1015039100000004,1AE6,0.6991788350000001,08F3,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 00:16:21.624,1,FALSE,0,0.09430216500000001,0135,2.08868614,1ABC,0.6952114300000001,08E6,0.403149385,0529,3.691822945,2F41
2022-04-01 00:16:37.623,1,FALSE,0,0.097354015,013F,2.093263915,1ACB,0.6952114300000001,08E6,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 00:16:53.623,1,FALSE,0,0.09338661000000001,0132,2.102419465,1AE9,0.6976529100000001,08EE,0.40345457,052A,3.691822945,2F41
2022-04-01 00:17:09.624,1,FALSE,0,0.09430216500000001,0135,2.0831928100000003,1AAA,0.6967373550000001,08EB,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 00:17:25.623,1,FALSE,0,0.09216587000000001,012E,2.10760761,1AFA,0.696126985,08E9,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:17:41.623,1,FALSE,0,0.09308142500000001,0131,2.0941794700000003,1ACE,0.69826328,08F0,0.40162346000000004,0524,3.6921281300000004,2F42
2022-04-01 00:17:57.623,1,FALSE,0,0.097354015,013F,2.0941794700000003,1ACE,0.6967373550000001,08EB,0.40223383,0526,3.6909073900000005,2F3E
2022-04-01 00:18:13.623,1,FALSE,0,0.09369179500000001,0133,2.0981468750000003,1ADB,0.6958218,08E8,0.403149385,0529,3.691212575,2F3F
2022-04-01 00:18:29.623,1,FALSE,0,0.09643846,013C,2.092043175,1AC7,0.698568465,08F1,0.40345457,052A,3.691212575,2F3F
2022-04-01 00:18:45.623,1,FALSE,0,0.09338661000000001,0132,2.1060816850000004,1AF5,0.69643217,08EA,0.40192864500000003,0525,3.6909073900000005,2F3E
2022-04-01 00:19:01.623,1,FALSE,0,0.09277624000000001,0130,2.09601058,1AD4,0.6973477250000001,08ED,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 00:19:17.623,1,FALSE,0,0.09521772,0138,2.095705395,1AD3,0.6967373550000001,08EB,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 00:19:33.623,1,FALSE,0,0.09643846,013C,2.0877705850000003,1AB9,0.6967373550000001,08EB,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 00:19:49.623,1,FALSE,0,0.09704883,013E,2.08990688,1AC0,0.69643217,08EA,0.40345457,052A,3.6921281300000004,2F42
2022-04-01 00:20:05.623,1,FALSE,0,0.09369179500000001,0133,2.0987572450000003,1ADD,0.6952114300000001,08E6,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 00:20:21.623,1,FALSE,0,0.09277624000000001,0130,2.1027246500000003,1AEA,0.696126985,08E9,0.40162346000000004,0524,3.691822945,2F41
2022-04-01 00:20:37.623,1,FALSE,0,0.09338661000000001,0132,2.1033350200000003,1AEC,0.69643217,08EA,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:20:53.623,1,FALSE,0,0.096133275,013B,2.0877705850000003,1AB9,0.69643217,08EA,0.40192864500000003,0525,3.691822945,2F41
2022-04-01 00:21:09.623,1,FALSE,0,0.09521772,0138,2.0874654,1AB8,0.69826328,08F0,0.40223383,0526,3.691822945,2F41
2022-04-01 00:21:25.623,1,FALSE,0,0.09643846,013C,2.09662095,1AD6,0.6949062450000001,08E5,0.40162346000000004,0524,3.691822945,2F41
2022-04-01 00:21:41.623,1,FALSE,0,0.09277624000000001,0130,2.0929587300000003,1ACA,0.696126985,08E9,0.403149385,0529,3.691822945,2F41
2022-04-01 00:21:57.623,1,FALSE,0,0.09430216500000001,0135,2.082277255,1AA7,0.69643217,08EA,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 00:22:13.623,1,FALSE,0,0.09369179500000001,0133,2.091432805,1AC5,0.6970425400000001,08EC,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 00:22:29.623,1,FALSE,0,0.09704883,013E,2.100588355,1AE3,0.6976529100000001,08EE,0.403149385,0529,3.691822945,2F41
2022-04-01 00:22:45.624,1,FALSE,0,0.094912535,0137,2.093874285,1ACD,0.6967373550000001,08EB,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 00:23:01.623,1,FALSE,0,0.09643846,013C,2.0963157650000004,1AD5,0.69887365,08F2,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 00:23:17.623,1,FALSE,0,0.096133275,013B,2.09051725,1AC2,0.6976529100000001,08EE,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 00:23:33.624,1,FALSE,0,0.096133275,013B,2.094484655,1ACF,0.6967373550000001,08EB,0.403149385,0529,3.691822945,2F41
2022-04-01 00:23:49.623,1,FALSE,0,0.09460735,0136,2.0963157650000004,1AD5,0.6970425400000001,08EC,0.403149385,0529,3.6927385000000004,2F44
2022-04-01 00:24:05.623,1,FALSE,0,0.09430216500000001,0135,2.0877705850000003,1AB9,0.6949062450000001,08E5,0.40223383,0526,3.693043685,2F45
2022-04-01 00:24:21.624,1,FALSE,0,0.096133275,013B,2.0856342900000002,1AB2,0.6973477250000001,08ED,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 00:24:37.623,1,FALSE,0,0.09460735,0136,2.0935691000000003,1ACC,0.6955166150000001,08E7,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 00:24:53.623,1,FALSE,0,0.09399698000000001,0134,2.092653545,1AC9,0.696126985,08E9,0.40375975500000005,052B,3.6915177600000004,2F40
2022-04-01 00:25:09.624,1,FALSE,0,0.09460735,0136,2.085329105,1AB1,0.6952114300000001,08E6,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 00:25:25.623,1,FALSE,0,0.094912535,0137,2.091432805,1AC5,0.6976529100000001,08EE,0.40345457,052A,3.691822945,2F41
2022-04-01 00:25:41.623,1,FALSE,0,0.09308142500000001,0131,2.10699724,1AF8,0.69643217,08EA,0.40162346000000004,0524,3.6921281300000004,2F42
2022-04-01 00:25:57.624,1,FALSE,0,0.09704883,013E,2.0929587300000003,1ACA,0.69643217,08EA,0.40223383,0526,3.691212575,2F3F
2022-04-01 00:26:13.623,1,FALSE,0,0.09369179500000001,0133,2.0917379900000004,1AC6,0.6973477250000001,08ED,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 00:26:29.623,1,FALSE,0,0.09460735,0136,2.0923483600000004,1AC8,0.69887365,08F2,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 00:26:45.624,1,FALSE,0,0.09704883,013E,2.095095025,1AD1,0.6949062450000001,08E5,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 00:27:01.623,1,FALSE,0,0.09704883,013E,2.085329105,1AB1,0.6976529100000001,08EE,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 00:27:17.623,1,FALSE,0,0.09460735,0136,2.095095025,1AD1,0.6979580950000001,08EF,0.40345457,052A,3.6909073900000005,2F3E
2022-04-01 00:27:33.624,1,FALSE,0,0.09338661000000001,0132,2.08868614,1ABC,0.69826328,08F0,0.40284420000000004,0528,3.6906022050000002,2F3D
2022-04-01 00:27:49.623,1,FALSE,0,0.09338661000000001,0132,2.100588355,1AE3,0.69643217,08EA,0.40223383,0526,3.6902970200000005,2F3C
2022-04-01 00:28:05.623,1,FALSE,0,0.09308142500000001,0131,2.08990688,1AC0,0.6973477250000001,08ED,0.40253901500000006,0527,3.6909073900000005,2F3E
2022-04-01 00:28:21.624,1,FALSE,0,0.09247105500000001,012F,2.0941794700000003,1ACE,0.6955166150000001,08E7,0.40223383,0526,3.6906022050000002,2F3D
2022-04-01 00:28:37.623,1,FALSE,0,0.095522905,0139,2.1066920550000003,1AF7,0.69643217,08EA,0.40223383,0526,3.6906022050000002,2F3D
2022-04-01 00:28:53.623,1,FALSE,0,0.096133275,013B,2.104250575,1AEF,0.6958218,08E8,0.403149385,0529,3.6909073900000005,2F3E
2022-04-01 00:29:09.624,1,FALSE,0,0.094912535,0137,2.09662095,1AD6,0.696126985,08E9,0.403149385,0529,3.6906022050000002,2F3D
2022-04-01 00:29:25.623,1,FALSE,0,0.09399698000000001,0134,2.092653545,1AC9,0.6967373550000001,08EB,0.40345457,052A,3.6896866500000005,2F3A
2022-04-01 00:29:41.623,1,FALSE,0,0.09338661000000001,0132,2.0902120650000002,1AC1,0.69887365,08F2,0.40284420000000004,0528,3.6909073900000005,2F3E
2022-04-01 00:29:57.624,1,FALSE,0,0.095522905,0139,2.0935691000000003,1ACC,0.69643217,08EA,0.40284420000000004,0528,3.6906022050000002,2F3D
2022-04-01 00:30:13.624,1,FALSE,0,0.094912535,0137,2.093263915,1ACB,0.69826328,08F0,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 00:30:29.624,1,FALSE,0,0.094912535,0137,2.09662095,1AD6,0.69643217,08EA,0.40345457,052A,3.691212575,2F3F
2022-04-01 00:30:45.625,1,FALSE,0,0.09338661000000001,0132,2.09112762,1AC4,0.6970425400000001,08EC,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 00:31:01.624,1,FALSE,0,0.09308142500000001,0131,2.100588355,1AE3,0.6967373550000001,08EB,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:31:17.624,1,FALSE,0,0.095522905,0139,2.0987572450000003,1ADD,0.6973477250000001,08ED,0.40192864500000003,0525,3.6915177600000004,2F40
2022-04-01 00:31:33.625,1,FALSE,0,0.09338661000000001,0132,2.093263915,1ACB,0.69826328,08F0,0.40253901500000006,0527,3.6909073900000005,2F3E
2022-04-01 00:31:49.624,1,FALSE,0,0.09125031500000001,012B,2.0941794700000003,1ACE,0.6976529100000001,08EE,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 00:32:05.624,1,FALSE,0,0.09308142500000001,0131,2.0996728,1AE0,0.69826328,08F0,0.40223383,0526,3.691212575,2F3F
2022-04-01 00:32:21.625,1,FALSE,0,0.095522905,0139,2.0975365050000003,1AD9,0.69643217,08EA,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 00:32:37.625,1,FALSE,0,0.09430216500000001,0135,2.0844135500000003,1AAE,0.6958218,08E8,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:32:53.625,1,FALSE,0,0.09430216500000001,0135,2.10943872,1B00,0.69643217,08EA,0.40192864500000003,0525,3.691212575,2F3F
2022-04-01 00:33:09.625,1,FALSE,0,0.09521772,0138,2.101198725,1AE5,0.6976529100000001,08EE,0.40223383,0526,3.691822945,2F41
2022-04-01 00:33:25.625,1,FALSE,0,0.09582809,013A,2.10028317,1AE2,0.696126985,08E9,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 00:33:41.625,1,FALSE,0,0.095522905,0139,2.08990688,1AC0,0.696126985,08E9,0.40223383,0526,3.6902970200000005,2F3C
2022-04-01 00:33:57.626,1,FALSE,0,0.09582809,013A,2.09112762,1AC4,0.69643217,08EA,0.40284420000000004,0528,3.6909073900000005,2F3E
2022-04-01 00:34:13.625,1,FALSE,0,0.09338661000000001,0132,2.0877705850000003,1AB9,0.6994840200000001,08F4,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 00:34:29.625,1,FALSE,0,0.09460735,0136,2.093263915,1ACB,0.696126985,08E9,0.40253901500000006,0527,3.6896866500000005,2F3A
2022-04-01 00:34:45.626,1,FALSE,0,0.09582809,013A,2.084108365,1AAD,0.6970425400000001,08EC,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 00:35:01.625,1,FALSE,0,0.0976592,0140,2.0969261350000004,1AD7,0.6946010600000001,08E4,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 00:35:17.625,1,FALSE,0,0.09430216500000001,0135,2.09051725,1AC2,0.6973477250000001,08ED,0.403149385,0529,3.691822945,2F41
2022-04-01 00:35:33.625,1,FALSE,0,0.096133275,013B,2.0941794700000003,1ACE,0.696126985,08E9,0.40375975500000005,052B,3.6915177600000004,2F40
2022-04-01 00:35:49.625,1,FALSE,0,0.09704883,013E,2.091432805,1AC5,0.69643217,08EA,0.403149385,0529,3.691212575,2F3F
2022-04-01 00:36:05.625,1,FALSE,0,0.09369179500000001,0133,2.08929651,1ABE,0.6970425400000001,08EC,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 00:36:21.625,1,FALSE,0,0.09369179500000001,0133,2.0917379900000004,1AC6,0.69643217,08EA,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:36:37.625,1,FALSE,0,0.09277624000000001,0130,2.1039453900000002,1AEE,0.6958218,08E8,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 00:36:53.625,1,FALSE,0,0.09521772,0138,2.09906243,1ADE,0.6973477250000001,08ED,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 00:37:09.626,1,FALSE,0,0.095522905,0139,2.09784169,1ADA,0.6973477250000001,08ED,0.40192864500000003,0525,3.691822945,2F41
2022-04-01 00:37:25.625,1,FALSE,0,0.09460735,0136,2.091432805,1AC5,0.6949062450000001,08E5,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 00:37:41.625,1,FALSE,0,0.09643846,013C,2.0993676150000002,1ADF,0.6955166150000001,08E7,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:37:57.626,1,FALSE,0,0.094912535,0137,2.101809095,1AE7,0.6952114300000001,08E6,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 00:38:13.625,1,FALSE,0,0.09643846,013C,2.0987572450000003,1ADD,0.6976529100000001,08EE,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:38:45.623,1,FALSE,0,0.094912535,0137,2.10943872,1B00,0.6967373550000001,08EB,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 00:39:01.623,1,FALSE,0,0.09399698000000001,0134,2.082887625,1AA9,0.6946010600000001,08E4,0.40192864500000003,0525,3.6909073900000005,2F3E
2022-04-01 00:39:17.623,1,FALSE,0,0.09460735,0136,2.1033350200000003,1AEC,0.69643217,08EA,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 00:39:33.624,1,FALSE,0,0.09216587000000001,012E,2.100588355,1AE3,0.6958218,08E8,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 00:39:49.623,1,FALSE,0,0.09643846,013C,2.0996728,1AE0,0.696126985,08E9,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 00:40:05.623,1,FALSE,0,0.09369179500000001,0133,2.0923483600000004,1AC8,0.6946010600000001,08E4,0.40192864500000003,0525,3.6909073900000005,2F3E
2022-04-01 00:40:21.624,1,FALSE,0,0.09338661000000001,0132,2.09540021,1AD2,0.6967373550000001,08EB,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 00:40:37.623,1,FALSE,0,0.09430216500000001,0135,2.0923483600000004,1AC8,0.6949062450000001,08E5,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 00:40:53.623,1,FALSE,0,0.09308142500000001,0131,2.0929587300000003,1ACA,0.6967373550000001,08EB,0.40284420000000004,0528,3.6909073900000005,2F3E
2022-04-01 00:41:09.624,1,FALSE,0,0.09186068500000001,012D,2.08807577,1ABA,0.6979580950000001,08EF,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 00:41:25.623,1,FALSE,0,0.09338661000000001,0132,2.100588355,1AE3,0.6967373550000001,08EB,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 00:41:41.623,1,FALSE,0,0.096743645,013D,2.090822435,1AC3,0.6955166150000001,08E7,0.40223383,0526,3.691212575,2F3F
2022-04-01 00:41:57.624,1,FALSE,0,0.09369179500000001,0133,2.092653545,1AC9,0.6967373550000001,08EB,0.40223383,0526,3.6909073900000005,2F3E
2022-04-01 00:42:13.623,1,FALSE,0,0.095522905,0139,2.1021142800000003,1AE8,0.6955166150000001,08E7,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 00:42:29.623,1,FALSE,0,0.09460735,0136,2.09723132,1AD8,0.69643217,08EA,0.40253901500000006,0527,3.6909073900000005,2F3E
2022-04-01 00:42:45.624,1,FALSE,0,0.094912535,0137,2.09723132,1AD8,0.6955166150000001,08E7,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 00:43:01.623,1,FALSE,0,0.096743645,013D,2.08868614,1ABC,0.69399069,08E2,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 00:43:17.623,1,FALSE,0,0.09582809,013A,2.099977985,1AE1,0.69643217,08EA,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 00:43:33.624,1,FALSE,0,0.09338661000000001,0132,2.100588355,1AE3,0.6949062450000001,08E5,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:43:49.623,1,FALSE,0,0.096133275,013B,2.1057765,1AF4,0.6946010600000001,08E4,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 00:44:05.623,1,FALSE,0,0.09430216500000001,0135,2.104860945,1AF1,0.696126985,08E9,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 00:44:21.624,1,FALSE,0,0.09460735,0136,2.08868614,1ABC,0.6973477250000001,08ED,0.40223383,0526,3.6927385000000004,2F44
2022-04-01 00:44:37.623,1,FALSE,0,0.09521772,0138,2.092653545,1AC9,0.69826328,08F0,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 00:44:53.623,1,FALSE,0,0.09430216500000001,0135,2.095095025,1AD1,0.6976529100000001,08EE,0.40253901500000006,0527,3.6909073900000005,2F3E
